path	line	attribute	lints	reason	scope
src/media/prune.rs	711	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn pruning_refuses_symlink_parent_components
src/media/thumbnail.rs	383	expect	clippy::cognitive_complexity	the renderer fallback and fail-closed validation sequence is intentionally linear	fn pdf_first_page_thumbnail
src/media/thumbnail.rs	387	expect	clippy::too_many_lines	PDF rendering keeps subprocess validation, fallback, and cleanup in one auditable sequence	fn pdf_first_page_thumbnail
src/media/thumbnail.rs	830	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn write_pdf_placeholder_outputs_svg
src/media/thumbnail.rs	845	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn unsupported_image_thumbnail_falls_back_to_svg_placeholder_without_ffmpeg
src/media/thumbnail.rs	868	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn mutool_command_caps_render_dimensions
src/middleware/state.rs	342	expect	clippy::struct_excessive_bools	independent runtime capability flags are shared across handlers and workers	struct AppState
src/middleware/state.rs	435	expect	clippy::panic_in_result_fn	assertions provide precise regression failures after fallible test-database setup	fn db_maintenance_jobs_assign_monotonic_job_ids_and_preserve_them_in_terminal_states
src/middleware/state.rs	527	expect	clippy::panic_in_result_fn	assertions provide precise regression failures after fallible test-database setup	fn db_maintenance_jobs_finished_updates_only_matching_running_job
src/models.rs	300	expect	clippy::struct_excessive_bools	the row model intentionally mirrors independent board feature flags	struct Board
src/pending_fs.rs	1401	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_delete_files_payload_removes_files_and_clears_pending_op
src/pending_fs.rs	1470	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_delete_files_and_dirs_removes_board_dir_and_rejects_nested_dir
src/pending_fs.rs	1525	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn startup_temp_cleanup_removes_only_known_upload_temp_patterns
src/pending_fs.rs	1566	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn banner_orphan_cleanup_removes_only_unreferenced_canonical_assets
src/pending_fs.rs	1603	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn banner_orphan_cleanup_skips_symlinked_banner_dir
src/pending_fs.rs	1638	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn banner_orphan_cleanup_skips_symlinked_banner_file
src/pending_fs.rs	1667	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn banner_cleanup_rejects_malicious_board_short_before_deleting
src/pending_fs.rs	1708	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn startup_temp_cleanup_does_not_follow_symlinked_directories
src/pending_fs.rs	1734	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_upload_payload_rejects_traversal_relative_path_before_mutation
src/pending_fs.rs	1781	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_upload_payload_rejects_stage_dir_outside_pending_root
src/pending_fs.rs	1827	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_board_restore_payload_rejects_arbitrary_live_path_before_mutation
src/pending_fs.rs	1870	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_board_restore_payload_recovers_interrupted_swap
src/pending_fs.rs	1900	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_board_restore_payload_cleans_leftover_previous_path
src/pending_fs.rs	1934	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_board_restore_payload_swaps_live_and_stage
src/pending_fs.rs	1968	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_payload_without_additional_swaps_still_succeeds
src/pending_fs.rs	1999	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_payload_with_valid_tor_swap_succeeds
src/pending_fs.rs	2040	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_rejects_tor_swap_without_private_permissions_flag
src/pending_fs.rs	2077	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_rejects_arbitrary_additional_live_before_mutation
src/pending_fs.rs	2120	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_rejects_parent_traversal_in_additional_swap
src/pending_fs.rs	2161	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_rejects_additional_swap_with_wrong_live_root
src/pending_fs.rs	2195	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn finalize_full_restore_rejects_additional_staged_or_previous_outside_expected_area
src/pending_fs.rs	2254	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn reconcile_rejects_malicious_additional_swap_and_keeps_pending_op
src/pending_fs.rs	2319	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn old_full_restore_payload_without_additional_swaps_deserializes_and_finalizes
src/pending_fs.rs	2352	expect	clippy::panic_in_result_fn	test assertions intentionally report violated filesystem invariants	fn reconcile_full_restore_recovers_global_favicon_and_banner_swaps_idempotently
src/server/cli.rs	198	expect	clippy::too_many_lines	the command dispatch stays together so all CLI-side effects remain auditable	fn run_admin
src/server/console/dashboard.rs	125	expect	clippy::as_conversions,clippy::cast_precision_loss	human-readable byte sizes intentionally trade integer precision for compact display	fn fmt_bytes
src/server/console/dashboard.rs	169	expect	clippy::too_many_lines	the contiguous dashboard renderer keeps terminal row ordering auditable	fn render_dashboard
src/server/console/dashboard.rs	620	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn log_view_selects_main_log_not_dependency_log
src/server/console/mod.rs	267	expect	clippy::as_conversions,clippy::cast_precision_loss	request-rate display intentionally converts a monotonic counter delta to floating point	fn collect_stats
src/server/console/mod.rs	273	expect	clippy::too_many_arguments	the collector receives the complete sampling state maintained by its caller	fn collect_stats
src/server/mod.rs	8	expect	clippy::module_inception	the nested name preserves the established crate::server::server module path	mod server
src/server/server/headers.rs	415	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_rejects_transfer_encoding_with_content_length
src/server/server/headers.rs	443	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_rejects_transfer_encoding_without_content_length
src/server/server/headers.rs	465	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_accepts_bounded_content_length_request
src/server/server/headers.rs	487	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_rejects_oversized_single_header_value
src/server/server/headers.rs	510	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_accepts_exact_value_and_aggregate_limits
src/server/server/headers.rs	556	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn request_boundary_rejects_oversized_aggregate_headers
src/server/server/headers.rs	679	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn admin_cache_middleware_no_store_for_sensitive_html_only
src/server/server/headers.rs	725	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn cache_middleware_does_not_overwrite_route_cache_control
src/server/server/headers.rs	761	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn served_templates_do_not_embed_inline_script_bodies
src/server/server/headers.rs	853	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn hsts_is_not_added_for_loopback_direct_https_hosts
src/server/server/headers.rs	879	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn hsts_is_not_added_for_public_nonstandard_https_ports
src/server/server/headers.rs	898	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn hsts_is_not_added_for_unconfigured_proxy_tunnel_hosts
src/server/server/headers.rs	919	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn hsts_ignores_spoofed_forwarded_proto_from_public_peer
src/server/server/observability.rs	28	expect	clippy::struct_excessive_bools	the detailed readiness schema reports independent subsystem states	struct ReadyPayload
src/server/server/observability.rs	78	expect	clippy::too_many_lines	readiness computes one coherent subsystem snapshot before serializing its response	fn readyz_response
src/server/server/observability.rs	203	expect	clippy::too_many_lines	keeping metric declarations and values together prevents exposition-order drift	fn metrics_response
src/server/server/observability.rs	352	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn public_readyz_response_hides_operational_details
src/server/server/observability.rs	390	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn detailed_readyz_response_remains_available_when_enabled
src/server/server/observability.rs	437	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn metrics_response_remains_available_for_enabled_scrapers
src/server/server/router.rs	269	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn public_health_endpoints_emit_request_id_without_observability_details
src/server/server/router.rs	349	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn built_in_static_assets_use_versioned_cache_policy
src/server/server/router.rs	422	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn public_dynamic_html_revalidates_without_immutable_cache
src/server/server/router.rs	450	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn admin_login_page_is_no_store
src/server/server/router.rs	483	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn compression_only_applies_to_text_like_responses
src/server/server/router.rs	551	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn compression_rejects_requests_that_refuse_every_content_coding
src/server/server/router.rs	580	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn uploaded_pdf_route_allows_same_origin_embedding_only
src/server/server/router.rs	640	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn uploaded_media_and_board_favicons_get_separate_cache_policies
src/server/server/router.rs	710	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn protected_board_media_and_favicons_are_not_public_cacheable
src/server/server/router.rs	765	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn generated_svg_thumbnails_are_inline_but_uploaded_svg_is_attachment
src/server/server/router.rs	852	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn pages_keep_remote_framing_blocked
src/server/server/router.rs	894	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn admin_login_redirect_target_resolves_on_tunneled_host
src/server/server/routes.rs	14	expect	clippy::too_many_lines	keeping the public route table contiguous makes route precedence auditable	fn public_routes
src/server/server/routes.rs	567	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_accepts_upload_limits_above_defaults
src/server/server/routes.rs	596	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_rejects_invalid_upload_limits
src/server/server/routes.rs	631	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_protected_mode_with_new_password_saves_hash
src/server/server/routes.rs	664	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_blank_password_keeps_existing_hash
src/server/server/routes.rs	707	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_rejects_removing_password_from_protected_mode
src/server/server/routes.rs	756	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_remove_password_while_public_clears_hash
src/server/server/routes.rs	799	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_settings_new_password_takes_precedence_over_remove_checkbox
src/server/server/routes.rs	846	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_restore_route_accepts_large_multipart_body_without_global_media_limit
src/server/server/routes.rs	891	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_restore_get_redirects_back_to_admin_panel
src/server/server/routes.rs	925	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn full_restore_board_backup_upload_redirects_with_helpful_error
src/server/server/routes.rs	1021	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn saved_full_restore_missing_backup_redirects_back_to_full_backup_section
src/server/server/routes.rs	1079	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn saved_board_restore_missing_backup_redirects_back_to_board_backup_section
src/server/server/routes.rs	1137	expect	clippy::panic_in_result_fn	assertion failures are the intended failure mechanism for this test	fn board_restore_invalid_upload_redirects_back_to_board_backup_section
src/server/server.rs	204	expect	clippy::cognitive_complexity	startup, listener selection, and coordinated shutdown form one server lifecycle	fn run_server
src/server/server.rs	208	expect	clippy::too_many_lines	startup ordering and shutdown ownership are one cohesive server lifecycle	fn run_server
src/templates/admin/appearance.rs	238	expect	clippy::too_many_lines	the builder controls mirror one cohesive theme-editing form	fn render_builder_sections
src/templates/admin/appearance.rs	749	expect	clippy::too_many_arguments	the section interpolates independent pre-rendered controls into fixed HTML	fn render_admin_site_settings_section
src/templates/admin/appearance.rs	869	expect	clippy::too_many_lines	the appearance section is one stable server-rendered HTML fragment	fn render_admin_appearance_section
src/templates/admin/appearance.rs	874	expect	clippy::too_many_arguments	the section interpolates independent pre-rendered appearance controls	fn render_admin_appearance_section
src/templates/admin/backups.rs	65	expect	clippy::too_many_lines	each backup row keeps its related restore, download, and audit controls together	fn render_full_backup_rows
src/templates/admin/backups.rs	428	expect	clippy::too_many_lines	the backup section is one stable server-rendered HTML fragment	fn render_admin_backups_section
src/templates/admin/backups.rs	433	expect	clippy::too_many_arguments	the section interpolates independent pre-rendered backup controls	fn render_admin_backups_section
src/templates/admin/maintenance.rs	221	expect	clippy::too_many_lines	the maintenance controls form one stable server-rendered HTML fragment	fn render_admin_maintenance_section
src/templates/admin/moderation.rs	194	expect	clippy::too_many_lines	the moderation controls form one stable server-rendered HTML fragment	fn render_admin_moderation_section
src/templates/admin/moderation.rs	199	expect	clippy::too_many_arguments	the section interpolates independent pre-rendered moderation tables	fn render_admin_moderation_section
src/templates/admin.rs	213	expect	clippy::struct_excessive_bools	the view mirrors independent administrator appearance toggles	struct AdminPanelAppearanceView
src/templates/admin.rs	770	expect	clippy::too_many_lines	the board settings card preserves one cohesive form and its stable field hooks	fn render_board_settings_card
src/templates/admin.rs	1306	expect	clippy::too_many_lines	the health report keeps one cohesive diagnostic result document	fn admin_db_health_result_page
src/templates/admin.rs	1702	expect	clippy::too_many_lines	the investigation page keeps its summary, results, and controls together	fn admin_ip_history_page
src/templates/admin.rs	2533	expect	clippy::cognitive_complexity	the test intentionally checks a linear list of independent health-panel controls	fn admin_panel_site_health_renders_after_site_settings_closed_by_default
src/templates/admin.rs	2750	expect	clippy::cognitive_complexity	the test intentionally checks a linear list of independent panel groupings	fn admin_panel_groups_board_and_backup_areas_by_task
src/templates/admin.rs	2754	expect	clippy::too_many_lines	the test keeps the complete administrator section-order contract in one scenario	fn admin_panel_groups_board_and_backup_areas_by_task
src/templates/board.rs	67	expect	clippy::fn_params_excessive_bools,clippy::too_many_arguments	the card consumes independent permissions, positions, and visitor preferences	fn render_board_card
src/templates/board.rs	72	expect	clippy::too_many_lines	the board card keeps its navigation, badges, and reorder controls together	fn render_board_card
src/templates/board.rs	403	expect	clippy::too_many_arguments	the action menu accepts independent labels and form values for two actions	fn render_catalog_actions
src/templates/board.rs	480	expect	clippy::too_many_arguments	the card combines thread state with independent action labels and values	fn render_catalog_card
src/templates/board.rs	621	expect	clippy::too_many_arguments	the directory renderer consumes distinct badge, access, and admin contexts	fn board_cards
src/templates/board.rs	656	expect	clippy::too_many_lines	the homepage keeps its board groups, statistics, and modals together	fn index_page
src/templates/board.rs	661	expect	clippy::too_many_arguments	the homepage consumes distinct board, activity, consent, and admin contexts	fn index_page
src/templates/board.rs	861	expect	clippy::too_many_lines,clippy::fn_params_excessive_bools	the board index keeps its forms, navigation, and thread list together	fn board_page
src/templates/board.rs	867	expect	clippy::too_many_arguments	the board index consumes distinct paging, moderation, activity, and visitor contexts	fn board_page
src/templates/board.rs	1017	expect	clippy::too_many_arguments,clippy::too_many_lines	a summary combines thread metadata, preview posts, controls, and visitor state	fn render_thread_summary
src/templates/board.rs	1246	expect	clippy::fn_params_excessive_bools,clippy::too_many_lines	the catalog keeps its card grid, forms, navigation, and hidden-view state together	fn catalog_page
src/templates/board.rs	1252	expect	clippy::too_many_arguments	the catalog consumes distinct filtering, moderation, activity, and visitor contexts	fn catalog_page
src/templates/board.rs	1475	expect	clippy::too_many_arguments	search rendering consumes distinct result, paging, theme, and visitor contexts	fn search_page
src/templates/mod.rs	106	expect	clippy::rc_buffer	the public live_themes API retains Arc<Vec<Theme>> for compatibility	item LIVE_THEMES
src/templates/mod.rs	119	expect	clippy::rc_buffer	the public live_boards APIs retain Arc<Vec<Board>> for compatibility	item LIVE_BOARDS
src/templates/mod.rs	659	expect	clippy::too_many_arguments	the base layout accepts independent page metadata and rendering context	fn base_layout
src/templates/mod.rs	691	expect	clippy::too_many_arguments,clippy::too_many_lines	the shared layout keeps its HTML structure and page context together	fn base_layout_with_preferences
src/templates/thread.rs	287	expect	clippy::too_many_lines	the thread document keeps navigation, posts, poll, forms, and modals together	fn thread_page
src/templates/thread.rs	292	expect	clippy::too_many_arguments	thread rendering consumes distinct moderation, poll, form, theme, and visitor contexts	fn thread_page
src/templates/thread.rs	678	expect	clippy::struct_excessive_bools	each flag independently controls a post-rendering capability	struct RenderPostOpts
src/templates/thread.rs	887	expect	clippy::cognitive_complexity	post rendering keeps its security-sensitive escaping and media branches together	fn render_post
src/templates/thread.rs	891	expect	clippy::too_many_lines	post rendering keeps all media variants and security-sensitive escaping together	fn render_post
src/test_support.rs	4	expect	clippy::expect_used	shared test fixture construction must fail immediately when its isolated filesystem or database cannot be initialized	fn app_state
src/theme_builder.rs	185	expect	clippy::too_many_lines	keeping the complete preset palette table together makes visual values auditable	fn builder_defaults_for_preset
src/theme_builder.rs	489	expect	clippy::too_many_lines	the generated stylesheet is intentionally kept as one contiguous template	fn build_theme_css
src/tls/acme.rs	109	expect	deprecated	rustls-acme's low-level acceptor remains required by RustChan's manual server loop	let acme_acceptor
src/tls/acme.rs	135	expect	clippy::cognitive_complexity	the ACME stream loop directly models all terminal and retryable event states	fn run_acme_event_loop
src/tls/self_signed.rs	236	expect	clippy::panic_in_result_fn	assertions intentionally report violations of first-run certificate generation	fn generates_cert_on_first_call
src/tls/self_signed.rs	257	expect	clippy::panic_in_result_fn	assertions intentionally report violations of certificate reuse	fn reuses_valid_cert_on_second_call
src/tls/self_signed.rs	283	expect	clippy::panic_in_result_fn	assertions intentionally report violations of certificate validity bounds	fn generated_cert_validity_uses_current_utc_window
src/tls/self_signed.rs	342	expect	clippy::panic_in_result_fn	assertions intentionally report violations of missing-key recovery	fn missing_key_triggers_regeneration_on_next_startup
src/utils/crypto.rs	70	expect	clippy::exit	fail-closed randomness failures must terminate before issuing weak tokens	fn fatal_randomness_error
src/utils/crypto.rs	212	expect	clippy::panic_in_result_fn	test assertions intentionally panic on failure	fn hash_and_verify_password
src/utils/files/storage.rs	34	expect	clippy::struct_excessive_bools	the booleans are independent upload-policy and media-capability flags	struct SaveUploadOptions
src/utils/files/storage.rs	135	expect	clippy::too_many_arguments	the arguments mirror independent upload metadata and board limits at the handler boundary	fn save_audio_with_image_thumb_from_path
src/utils/files/storage.rs	246	expect	clippy::as_conversions,clippy::cast_precision_loss	human-readable size display intentionally rounds integral byte counts to one decimal place	fn format_file_size
src/utils/files/storage.rs	1499	expect	clippy::print_stderr	test skip diagnostics must remain visible when optional ffmpeg fixtures are unavailable	fn valid_audio_uploads_accept_common_formats_with_ffprobe
src/utils/files/storage.rs	1554	expect	clippy::print_stderr	test skip diagnostics must remain visible when optional ffmpeg fixtures are unavailable	fn valid_mkv_uploads_save_as_video_with_probe
src/utils/sanitize.rs	29	expect	clippy::expect_used	the reply-reference regex is a source literal covered by sanitizer tests	item RE_REPLY
src/utils/sanitize.rs	37	expect	clippy::expect_used	the cross-board-link regex is a source literal covered by sanitizer tests	item RE_CROSSLINK
src/utils/sanitize.rs	46	expect	clippy::expect_used	the URL regex is a source literal covered by sanitizer tests	item RE_URL
src/utils/sanitize.rs	55	expect	clippy::expect_used	the bold-markup regex is a source literal covered by sanitizer tests	item RE_BOLD
src/utils/sanitize.rs	63	expect	clippy::expect_used	the italic-markup regex is a source literal covered by sanitizer tests	item RE_ITALIC
src/utils/sanitize.rs	71	expect	clippy::expect_used	the spoiler-markup regex is a source literal covered by sanitizer tests	item RE_SPOILER
src/utils/sanitize.rs	80	expect	clippy::expect_used	the dice-expression regex is a source literal covered by sanitizer tests	item RE_DICE
src/workers/mod.rs	699	expect	clippy::cognitive_complexity,clippy::too_many_lines	claim, execution, completion persistence, retry, and shutdown form one worker state machine	fn worker_loop
src/workers/mod.rs	864	expect	clippy::cognitive_complexity	the dispatcher mirrors the closed set of background job variants	fn handle_job
src/workers/mod.rs	996	expect	clippy::cognitive_complexity	transcode process control and fail-closed cleanup share one lifecycle	fn transcode_video
src/workers/mod.rs	1111	expect	clippy::cognitive_complexity	source validation and codec-specific preparation share one preflight boundary	fn transcode_video_prepare
src/workers/mod.rs	1660	expect	clippy::cognitive_complexity	archive, prune, and filesystem finalization remain one consistency operation	fn prune_threads
src/workers/mod.rs	1850	expect	clippy::expect_used	test database queries stop locally with fixture-specific failure context	fn file_hash_count
src/workers/mod.rs	1875	expect	clippy::expect_used	constructing the constrained test pool is a prerequisite for completion-retry tests	fn single_connection_test_pool
src/workers/mod.rs	1905	expect	clippy::expect_used	claiming the seeded job is a prerequisite for each queue-state assertion	fn claim_job
src/workers/mod.rs	1918	expect	clippy::expect_used	test fixture failures stop the individual queue accounting test with local context	fn retryable_failure_restores_queue_pending_count
src/workers/mod.rs	1948	expect	clippy::expect_used	test fixture failures stop the individual queue accounting test with local context	fn permanent_failure_leaves_queue_pending_count_at_zero
src/workers/mod.rs	1984	expect	clippy::expect_used	the async retry test requires every timed and database fixture step to succeed	fn completion_retries_the_same_job_after_pool_exhaustion
src/workers/mod.rs	2037	expect	clippy::expect_used	the shutdown recovery test requires every timed and database fixture step to succeed	fn completion_stops_retrying_after_shutdown_grace_and_startup_can_recover
src/workers/mod.rs	2077	expect	clippy::expect_used	the completion recovery fixture must resolve within its explicit test timeout	fn already_resolved_completion_error_does_not_wedge_worker
src/workers/mod.rs	2113	expect	clippy::too_many_lines	the regression keeps job seeding, terminal persistence, and replay checks in one end-to-end scenario	fn non_transient_done_completion_is_terminal_and_never_replayed
src/workers/mod.rs	2231	expect	clippy::expect_used	the injected retry-state fixture requires each database and timeout step to succeed	fn non_transient_failed_completion_preserves_bounded_attempt_count
src/workers/mod.rs	2349	expect	clippy::expect_used	temporary-file and database fixture setup must succeed before cleanup assertions	fn stale_transcode_persist_removes_unattached_webm_and_writes_no_hash
src/workers/mod.rs	2385	expect	clippy::expect_used	temporary-file fixture setup must succeed before transcode output assertions	fn transcode_finalise_skips_larger_output_and_cleans_temp_file
src/workers/mod.rs	2429	expect	clippy::expect_used	temporary upload fixture setup must succeed before path validation assertions	fn transcode_source_validation_rejects_escape_paths
src/workers/mod.rs	2448	expect	clippy::expect_used	Unix symlink fixture setup must succeed before containment assertions	fn thumb_cache_eviction_skips_symlinked_thumbs_dir
src/workers/mod.rs	2475	expect	clippy::expect_used	Unix symlink fixture setup must succeed before containment assertions	fn thumb_cache_eviction_skips_symlinked_board_dir
src/workers/mod.rs	2502	expect	clippy::expect_used	Unix symlink fixture setup must succeed before containment assertions	fn thumb_cache_eviction_skips_symlinked_thumb_file
src/workers/mod.rs	2526	expect	clippy::expect_used	temporary-file and database fixture setup must succeed before cleanup assertions	fn stale_waveform_finalise_removes_unattached_png_and_writes_no_hash
tests/cli_runtime.rs	1	expect	unused_crate_dependencies	Cargo exposes all package dependencies to this black-box integration target, which intentionally interacts only with the compiled CLI	crate
tests/cli_runtime.rs	263	expect	clippy::panic_in_result_fn	assertions intentionally report violated CLI filesystem invariants	fn help_and_version_do_not_create_runtime_state
tests/cli_runtime.rs	304	expect	clippy::panic_in_result_fn	assertions intentionally report violated CLI filesystem invariants	fn explicit_data_dir_owns_all_initialized_runtime_state
tests/cli_runtime.rs	356	expect	clippy::panic_in_result_fn	assertions intentionally report violated CLI filesystem invariants	fn relative_data_dir_is_rejected_before_filesystem_mutation
tests/cli_runtime.rs	396	expect	clippy::too_many_lines	one subprocess lifecycle verifies the complete direct-HTTPS topology and cookie contract	fn direct_https_process_exposes_only_https_and_redirect_with_secure_login_cookies
tests/cli_runtime.rs	400	expect	clippy::panic_in_result_fn	assertions intentionally report violated TLS topology and cookie invariants	fn direct_https_process_exposes_only_https_and_redirect_with_secure_login_cookies
